,Name,Category,Year,Profession,Place,Gender,Birthdate,Age,Description,Link,Country
77,Arnold Schwarzenegger ,ICONS,2004,Former Governor of California,"Styria, Austria",Male,1947-07-30,73,"Arnold Alois Schwarzenegger is an Austrian-American actor, businessman, retired professional bodybuilder and former politician who served as the 38th Governor of California from 2003 to 2011. As of 2020, he is the most recent Republican governor of California. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972033,00.html",Austria
78,Evan Wolfson ,ICONS,2004,Attorney,"Brooklyn, New York, NY",Male,1957-02-04,63,"Evan Wolfson is an attorney and gay rights advocate. He is the founder of Freedom to Marry, a group favoring same-sex marriage in the United States, serving as president until its 2015 victory and subsequent wind-down. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972049,00.html",USA
79,B.K.S. Iyengar ,ICONS,2004,Teacher,"Bellur, India",Male,1918-12-14,0,"Bellur Krishnamachar Sundararaja Iyengar, better known as B.K.S. Iyengar, was the founder of the style of yoga as exercise known as ""Iyengar Yoga"" and was considered one of the foremost yoga teachers in the world. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972051,00.html",India
80,Edward Witten ,PIONEERS,2004,American mathematical physicist,"Baltimore, MD",Male,1951-08-26,69,Edward Witten is an American mathematical and theoretical physicist. He is currently the Charles Simonyi Professor in the School of Natural Sciences at the Institute for Advanced Study. ,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971670,00.html",USA
81,Steven Pinker ,PIONEERS,2004,Canadian psychologist,"Montreal, Canada",Male,1954-09-18,66,"Steven Arthur Pinker is a Canadian-American cognitive psychologist, linguist, and popular science author. He is an advocate of evolutionary psychology and the computational theory of mind. Pinker's academic specializations are visual cognition and psycholinguistics. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971671,00.html",Canada
82,Eric Lander ,PIONEERS,2004,Director of the Broad Institute,"Brooklyn, New York, NY",Male,1957-02-03,63,"Eric Steven Lander, a mathematician and geneticist, is a Professor of Biology at the Massachusetts Institute of Technology and Professor of Systems Biology at Harvard Medical School, former member of the Whitehead Institute, and founding director of the Broad Institute of MIT and Harvard. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971674,00.html",USA
83,Korean Cloners ,PIONEERS,2004,Null,South Korea,Unknown,,0,Null,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971678,00.html",Null
84,Paul Ridker ,PIONEERS,2004,Researcher,"St. Louis, MO",Male,,0,Null,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971680,00.html",USA
85,Hernando de Soto ,PIONEERS,2004,Peruvian economist,"Lima, Peru",Male,1941-06-03,0,"Hernando de Soto was a Spanish explorer and conquistador who was involved in expeditions in Nicaragua and the Yucatan Peninsula, and played an important role in Pizarro's conquest of the Inca Empire in ... ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971683,00.html",Peru
86,Jeff Sachs ,PIONEERS,2004,American economist,"Detroit, MI",Male,1954-11-05,66,"Jeffrey David Sachs is an American economist, academic, public policy analyst and former director of The Earth Institute at Columbia University, where he holds the title of University Professor. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971686,00.html",USA
87,Linus Torvalds ,PIONEERS,2004,American-Finnish software engineer,"Helsinki, Finland",Male,1969-12-28,50,"Linus Benedict Torvalds is a Finnish-American software engineer who is the creator and, historically, the principal developer of the Linux kernel, which is the kernel for GNU/Linux operating systems and other operating systems such as Android and Chrome OS. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971691,00.html",Finland
88,Niall Ferguson ,PIONEERS,2004,Historian,"Glasgow, United Kingdom",Male,1964-04-18,56,Niall Campbell Ferguson is a Scottish-American historian and the Milbank Family Senior Fellow at the Hoover Institution at Stanford University. ,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971694,00.html",United Kingdom
89,Bernard Lewis ,PIONEERS,2004,American-British historian,"London, United Kingdom",Male,1916-05-31,0,"Bernard Lewis, FBA was a British American historian specialized in Oriental studies. He was also known as a public intellectual and political commentator. Lewis was the Cleveland E. Dodge Professor Emeritus of Near Eastern Studies at Princeton University. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971696,00.html",United Kingdom
90,Tariq Ramadan ,PIONEERS,2004,Academic,"Geneva, Switzerland",Male,1962-08-26,58,"Tariq Ramadan is a Swiss Muslim academic, philosopher, and writer. He was a professor of contemporary Islamic studies at St Antony's College, Oxford and the Faculty of Theology and Religion, University of Oxford, but as of 2018 is taking an agreed leave of absence. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971700,00.html",Switzerland
91,Jürgen Habermas ,PIONEERS,2004,German philosopher,"Dusseldorf, Germany",Male,1929-06-18,91,Jürgen Habermas is a German philosopher and sociologist in the tradition of critical theory and pragmatism. His work addresses communicative rationality and the public sphere. ,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971707,00.html",Germany
92,Samantha Power ,PIONEERS,2004,Former United States Ambassador to the United Nations,"Castleknock, Ireland",Female,1970-09-21,50,"Samantha Jane Power is an Irish-American academic, and a Pulitzer Prize-winning author who served as the 28th United States Ambassador to the United Nations from 2013 to 2017. She is a member of the Democratic Party. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971708,00.html",Ireland
93,Sandra Day O'Connor ,PIONEERS,2004,Former Associate Justice of the Supreme Court of the United States,"El Paso, TX",Female,1930-03-26,90,"Sandra Day O'Connor is a retired attorney, politician, and the first woman associate justice of the Supreme Court of the United States, a position she held from 1981 until her retirement in 2006. She was the first woman nominated and confirmed. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971710,00.html",USA
94,Jill Tarter ,PIONEERS,2004,American astronomer,United States,Female,1944-01-16,76,"Jill Cornell Tarter is an American astronomer best known for her work on the search for extraterrestrial intelligence. Tarter is the former director of the Center for SETI Research, holding the Bernard M. Oliver Chair for SETI at the SETI Institute. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971711,00.html",Null
95,Julie Garberding ,PIONEERS,2004,Null,,Female,,0,Null,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971713,00.html",Null
96,Joschka Fischer ,PIONEERS,2004,Former Vice-Chancellor of Germany,"Gerabronn, Germany",Male,1948-04-12,72,"Joseph Martin ""Joschka"" Fischer is a German politician of the Alliance '90/The Greens. He served as Foreign Minister and as Vice Chancellor of Germany in the cabinet of Gerhard Schröder from 1998 to 2005. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971715,00.html",Germany
97,Bjorn Lomborg ,PIONEERS,2004,Danish author,"Frederiksberg, Denmark",Male,1965-01-06,55,"Bjørn Lomborg is a Danish author and President of his think tank, Copenhagen Consensus Center. He is former director of the Danish government's Environmental Assessment Institute in Copenhagen. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971717,00.html",Denmark
98,Jong-Wook Lee ,PIONEERS,2004,South Korean doctor,"Seoul, South Korea",Male,1945-04-12,0,"Lee Jong-wook was a South Korean public health doctor. He was the director-general of the World Health Organization for three years. Lee joined the WHO in 1983, working on a variety of projects including the Global Programme for Vaccines and Immunizations and Stop Tuberculosis. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971720,00.html",South Korea
99,Louise Arbor ,PIONEERS,2004,Canadian lawyer,"Montreal, Canada",Female,1947-02-10,73,"Louise Arbour, CC GOQ is a Canadian lawyer, prosecutor and jurist. She is currently the Special Representative of the United Nations Secretary-General for International Migration. ","www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971722,00.html",Canada
100,Tina Fey ,ARTISTS,2007,American actress,"Upper Darby, PA",Female,1970-05-18,50,"Elizabeth Stamatina ""Tina"" Fey is an American actress, comedian, writer, producer, and playwright. She is best known for her work on the NBC sketch comedy series Saturday Night Live and for creating the comedy series 30 Rock and Unbreakable Kimmy Schmidt. ","content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1615973,00.html",USA
101,Youssou N'Dour ,ARTISTS,2007,Senegalese singer-songwriter,"Dakar, Senegal",Male,1959-10-01,61,"Youssou N'Dour is a Senegalese singer, songwriter, composer, occasional actor, businessman, and politician. In 2004, Rolling Stone magazine described him as, ""perhaps the most famous singer alive"" in Senegal and much of Africa. From April 2012 to September 2013, he was Senegal's Minister of Tourism. ","content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1615978,00.html",Senegal
102,Anna Netrebko ,ARTISTS,2007,Austrian-Russian operatic soprano,"Krasnodar, Russia",Female,1971-09-18,49,"Anna Yuryevna Netrebko is a Russian-Austrian operatic soprano. Discovered and promoted by Valery Gergiev, she began her career at the Mariinsky Theatre, collaborating with the conductor in the theater and performances elsewhere. ","content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1615983,00.html",Russia
103,Justin Timberlake ,ARTISTS,2007,American singer-songwriter,"Memphis, TN",Male,1981-01-31,39,"Justin Randall Timberlake is an American singer, songwriter, actor, and record producer. Born and raised in Tennessee, he appeared on the television shows Star Search and The All-New Mickey Mouse Club as a child. ","content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1615988,00.html",USA
104,Sacha Baron Cohen ,ARTISTS,2007,Actor,"Hammersmith, London, United Kingdom",Male,1971-10-13,49,"Sacha Noam Baron Cohen is an English actor, comedian, writer, and producer. He is known for his creation and portrayal of fictional satirical characters, including Ali G, Borat Sagdiyev, Brüno Gehard and Admiral General Aladeen. Baron Cohen adopts a variety of accents and guises for his characters. ","content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616201,00.html",United Kingdom
105,Leonardo DiCaprio ,ARTISTS,2007,American actor,"Los Angeles, CA",Male,1974-11-11,46,"Leonardo Wilhelm DiCaprio is an American actor, producer and environmentalist. He has often played unconventional roles, particularly in biopics and period films. As of 2019, his films have grossed US$7.2 billion worldwide, and he has placed eight times in annual rankings of the highest-paid actors in the world. ","content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616213,00.html",USA
106,Nora Roberts ,ARTISTS,2007,American author,"Silver Spring, MD",Female,1950-10-10,70,Nora Roberts is an American author of more than 225 romance novels. She writes as J. D. Robb for the in Death series and has also written under the pseudonyms Jill March and for publications in the U.K. as Sarah Hardesty. ,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616215,00.html",USA
